,Field Position,Result
7,89.0,Punt
8,82.0,Field Goal
9,80.0,Punt
10,68.0,Interception
11,85.0,Touchdown
12,,
13,85.0,Punt
14,57.0,Touchdown
15,80.0,Touchdown
16,80.0,Touchdown
17,80.0,Punt
18,90.0,Punt
19,96.0,Field Goal
0,80.0,Touchdown
1,80.0,Punt
2,88.0,Interception
3,1.0,Touchdown
4,80.0,Punt
5,70.0,Field Goal
6,80.0,Interception
7,61.0,Touchdown
8,82.0,Punt
9,80.0,Punt
10,82.0,Blocked FG
11,62.0,End of Half
12,80.0,Punt
13,96.0,Interception
14,45.0,Field Goal
15,68.0,Punt
16,55.0,Field Goal
17,80.0,Punt
18,31.0,Punt
19,91.0,Punt
20,84.0,Punt
21,67.0,Interception
22,50.0,Downs
0,80.0,Touchdown
1,78.0,Interception
2,71.0,Field Goal
3,84.0,Punt
4,91.0,Punt
5,90.0,Touchdown
6,90.0,End of Half
7,82.0,Punt
8,56.0,Punt
9,82.0,Punt
10,80.0,Punt
11,74.0,Touchdown
12,93.0,Field Goal
13,78.0,Punt
14,,
15,21.0,Field Goal
16,80.0,Fumble
17,86.0,Punt
18,85.0,Downs
19,19.0,Field Goal
20,80.0,Interception
0,80.0,Punt
1,80.0,Punt
2,69.0,Fumble
3,54.0,Punt
4,80.0,Field Goal
5,80.0,Interception
6,40.0,Touchdown
7,80.0,Punt
8,94.0,Punt
9,98.0,Punt
10,60.0,Field Goal
11,87.0,Punt
12,48.0,Field Goal
13,,
14,92.0,Field Goal
15,80.0,Punt
16,68.0,Touchdown
17,80.0,Touchdown
18,75.0,Interception
19,68.0,Field Goal
20,80.0,Downs
21,94.0,Punt
0,80.0,Punt
1,76.0,Punt
2,76.0,Touchdown
3,79.0,Punt
4,75.0,Punt
5,80.0,Punt
6,66.0,Touchdown
7,66.0,Punt
8,92.0,Touchdown
9,84.0,Punt
10,85.0,Punt
11,71.0,Touchdown
12,80.0,Downs
13,75.0,Punt
14,30.0,Field Goal
15,80.0,Punt
16,62.0,Punt
17,70.0,Punt
18,65.0,Touchdown
19,80.0,Interception
20,29.0,Field Goal
21,80.0,Field Goal
22,41.0,Touchdown
23,73.0,Downs
0,92.0,Punt
1,80.0,Field Goal
2,60.0,Touchdown
3,80.0,Touchdown
4,78.0,Punt
5,55.0,Field Goal
6,,
7,28.0,Touchdown
8,69.0,Touchdown
9,70.0,End of Half
10,80.0,Punt
11,80.0,Punt
12,76.0,Touchdown
13,70.0,Touchdown
14,80.0,Punt
15,86.0,Punt
16,80.0,Punt
17,89.0,Downs
18,5.0,Field Goal
0,77.0,Touchdown
1,80.0,Touchdown
2,80.0,Interception
3,98.0,Punt
4,85.0,Punt
5,72.0,Punt
6,81.0,"Blocked Punt, Downs"
7,28.0,Field Goal
8,80.0,End of Half
9,80.0,Fumble
10,60.0,Touchdown
11,85.0,Field Goal
12,30.0,Blocked FG
13,76.0,Field Goal
14,82.0,Field Goal
15,91.0,Field Goal
0,80.0,Touchdown
1,80.0,Punt
2,97.0,Punt
3,60.0,Field Goal
4,80.0,Punt
5,66.0,Touchdown
6,75.0,Touchdown
7,80.0,Punt
8,88.0,Touchdown
9,80.0,End of Half
10,80.0,Missed FG
11,73.0,Punt
12,90.0,Touchdown
13,46.0,Field Goal
14,66.0,Downs
0,82.0,Fumble
1,16.0,Touchdown
2,80.0,Punt
3,84.0,Touchdown
4,80.0,Field Goal
5,80.0,Touchdown
6,64.0,Field Goal
7,80.0,Punt
8,55.0,Field Goal
9,52.0,Interception
10,97.0,Touchdown
11,80.0,End of Half
12,95.0,Punt
13,64.0,Punt
14,76.0,Punt
15,67.0,Touchdown
16,76.0,Field Goal
17,80.0,Touchdown
18,65.0,Punt
19,80.0,Punt
20,64.0,Punt
21,97.0,Punt
22,67.0,Downs
0,80.0,Touchdown
1,80.0,Punt
2,70.0,Touchdown
3,83.0,Interception
4,24.0,Field Goal
5,80.0,Punt
6,76.0,Punt
7,87.0,Fumble
8,97.0,Punt
9,67.0,End of Half
10,76.0,Fumble
11,21.0,Touchdown
12,80.0,Punt
13,45.0,Field Goal
14,79.0,Touchdown
15,80.0,Field Goal
16,82.0,Interception
17,11.0,"Blocked FG, Downs"
18,83.0,Touchdown
0,93.0,Blocked Punt
1,8.0,Touchdown
2,80.0,Punt
3,81.0,Field Goal
4,65.0,Punt
5,80.0,Punt
6,87.0,Punt
7,50.0,Interception
8,68.0,Punt
9,85.0,Fumble
10,80.0,Punt
11,30.0,Touchdown
12,80.0,Touchdown
13,61.0,End of Half
14,90.0,Field Goal
15,80.0,Touchdown
16,78.0,Interception
17,3.0,Touchdown
18,77.0,Interception
19,42.0,Touchdown
20,80.0,Downs
0,80.0,Punt
1,83.0,Field Goal
2,72.0,Touchdown
3,80.0,Missed FG
4,72.0,Field Goal
5,83.0,Punt
6,89.0,Punt
7,63.0,Field Goal
8,58.0,Touchdown
9,80.0,Interception
10,95.0,End of Half
11,80.0,Punt
12,78.0,Punt
13,87.0,Punt
14,71.0,Field Goal
15,80.0,Touchdown
16,75.0,Fumble
17,26.0,Touchdown
18,80.0,Touchdown
19,80.0,Punt
20,63.0,Interception
21,76.0,Touchdown
22,80.0,Punt
0,70.0,Touchdown
1,67.0,Punt
2,75.0,Fumble
3,37.0,Touchdown
4,89.0,Interception
5,80.0,Fumble
6,35.0,Touchdown
7,78.0,Punt
8,62.0,Fumble
9,98.0,Punt
10,82.0,Punt
11,89.0,Punt
12,47.0,Punt
13,86.0,Missed FG
14,51.0,End of Half
15,80.0,Fumble
16,56.0,Fumble
17,57.0,Punt
18,82.0,Touchdown
19,80.0,Fumble
20,2.0,Touchdown
21,80.0,Punt
22,80.0,Touchdown
23,80.0,Touchdown
24,80.0,Interception
25,80.0,Punt
0,80.0,Punt
1,75.0,Touchdown
2,80.0,Punt
3,91.0,Field Goal
4,64.0,Punt
5,89.0,Punt
6,92.0,Field Goal
7,80.0,Field Goal
8,77.0,End of Half
9,80.0,Touchdown
10,67.0,Touchdown
11,80.0,Punt
12,80.0,Punt
13,78.0,Punt
14,80.0,Downs
15,57.0,Punt
16,80.0,Punt
17,51.0,Punt
18,91.0,Safety
19,59.0,Punt
0,80.0,Missed FG
1,70.0,Field Goal
2,80.0,Punt
3,73.0,Touchdown
4,71.0,Missed FG
5,66.0,Punt
6,98.0,Safety
7,60.0,Punt
8,94.0,Interception
9,17.0,Touchdown
10,75.0,Punt
11,80.0,Interception
12,22.0,Interception
13,80.0,End of Half
14,80.0,Punt
15,75.0,Punt
16,80.0,Touchdown
17,80.0,Punt
18,76.0,Touchdown
19,80.0,Touchdown
20,47.0,Downs
21,73.0,Downs
22,48.0,Punt
0,75.0,Field Goal
1,80.0,Touchdown
2,80.0,Punt
3,69.0,Punt
4,80.0,Touchdown
5,74.0,Punt
6,81.0,Punt
7,80.0,End of Half
8,80.0,Touchdown
9,80.0,Touchdown
10,80.0,Touchdown
11,80.0,Interception
12,30.0,Missed FG
13,60.0,Downs
14,79.0,Missed FG
15,74.0,Field Goal
16,80.0,Punt
17,75.0,Punt
18,93.0,Punt
0,83.0,Punt
1,63.0,Fumble
2,80.0,Punt
3,70.0,Punt
4,78.0,Punt
5,68.0,Interception
6,59.0,Touchdown
7,80.0,Interception
8,99.0,Safety
9,55.0,Field Goal
10,81.0,Punt
11,90.0,Missed FG
12,80.0,Punt
13,87.0,Fumble
14,87.0,Punt
15,75.0,Touchdown
16,90.0,Downs
0,80.0,Field Goal
1,80.0,Punt
2,74.0,Touchdown
3,79.0,Punt
4,76.0,Touchdown
5,80.0,Punt
6,58.0,Field Goal
7,80.0,Punt
8,80.0,Field Goal
9,80.0,Fumble
10,29.0,Touchdown
11,80.0,End of Half
12,80.0,Punt
13,93.0,Punt
14,82.0,Field Goal
15,80.0,Downs
16,96.0,Interception
17,64.0,Touchdown
18,80.0,Touchdown
19,80.0,Punt
20,97.0,Interception
21,80.0,Touchdown
0,80.0,Punt
1,82.0,Punt
2,81.0,Field Goal
3,80.0,Punt
4,83.0,Punt
5,84.0,Touchdown
6,80.0,Punt
7,50.0,Field Goal
8,80.0,Punt
9,48.0,Field Goal
10,80.0,Punt
11,86.0,Field Goal
12,59.0,Field Goal
13,80.0,Punt
14,81.0,Field Goal
15,80.0,Punt
16,73.0,Punt
17,62.0,Interception
0,80.0,Touchdown
1,80.0,Punt
2,82.0,Touchdown
3,78.0,Field Goal
4,80.0,Punt
5,63.0,Field Goal
6,80.0,Punt
7,73.0,Punt
8,80.0,Punt
9,96.0,End of Half
10,65.0,Field Goal
11,80.0,Punt
12,90.0,Punt
13,90.0,Touchdown
14,82.0,Punt
0,80.0,Punt
1,81.0,Interception
2,64.0,Fumble
3,73.0,Punt
4,80.0,Downs
5,59.0,Punt
6,91.0,Punt
7,81.0,Punt
8,83.0,Touchdown
9,82.0,Interception
10,2.0,Touchdown
11,80.0,Punt
12,79.0,End of Half
13,74.0,Downs
14,45.0,Field Goal
15,80.0,Field Goal
16,80.0,Punt
17,93.0,Touchdown
18,77.0,Field Goal
19,73.0,Blocked Punt
20,29.0,Touchdown
21,80.0,Interception
22,29.0,Field Goal
23,80.0,Touchdown
24,46.0,Punt
0,82.0,Touchdown
1,,
2,87.0,Touchdown
3,62.0,Fumble
4,72.0,Field Goal
5,80.0,Touchdown
6,80.0,Field Goal
7,64.0,Touchdown
8,59.0,End of Half
9,80.0,Field Goal
10,80.0,Punt
11,62.0,Field Goal
12,80.0,Punt
13,72.0,Punt
14,81.0,Touchdown
15,80.0,Punt
16,85.0,Punt
17,80.0,Punt
18,55.0,Missed FG
19,76.0,Touchdown
20,80.0,Interception
21,35.0,Field Goal
22,80.0,Touchdown
23,80.0,Punt
24,41.0,Downs
0,80.0,Touchdown
1,78.0,Fumble
2,65.0,Touchdown
3,80.0,Punt
4,67.0,Punt
5,82.0,Interception
6,80.0,Touchdown
7,80.0,Fumble
8,53.0,Field Goal
9,80.0,End of Half
10,83.0,Touchdown
11,80.0,Downs
12,84.0,Field Goal
13,82.0,Field Goal
14,84.0,Touchdown
15,79.0,Interception
16,80.0,Touchdown
17,80.0,Punt
18,86.0,Interception
0,80.0,Field Goal
1,80.0,Touchdown
2,80.0,Field Goal
3,80.0,Touchdown
4,80.0,Punt
5,68.0,Punt
6,85.0,End of Half
7,80.0,Punt
8,85.0,Touchdown
9,83.0,Punt
10,66.0,Touchdown
11,80.0,Blocked FG
12,53.0,Fumble
13,95.0,Punt
14,58.0,Field Goal
0,61.0,Punt
1,98.0,Punt
2,96.0,Punt
3,76.0,Punt
4,71.0,Punt
5,56.0,Punt
6,83.0,Missed FG
7,62.0,Touchdown
8,75.0,Punt
9,76.0,Touchdown
10,78.0,Field Goal
11,82.0,Fumble
12,19.0,Touchdown
13,66.0,Touchdown
14,33.0,Field Goal
15,93.0,Punt
16,66.0,Punt
17,99.0,Safety
18,76.0,Punt
19,97.0,Punt
20,67.0,Punt
21,44.0,Touchdown
22,85.0,Downs
23,32.0,Fumble
24,72.0,Downs
25,36.0,Touchdown
0,80.0,Punt
1,86.0,Fumble
2,23.0,Field Goal
3,80.0,Field Goal
4,80.0,Punt
5,71.0,Punt
6,70.0,Punt
7,93.0,Punt
8,73.0,Touchdown
9,80.0,Punt
10,68.0,Touchdown
11,80.0,End of Half
12,80.0,Punt
13,71.0,Punt
14,93.0,Punt
15,83.0,Punt
16,83.0,Punt
17,61.0,Missed FG
18,64.0,Punt
19,92.0,Safety
20,77.0,Punt
21,86.0,Interception
22,19.0,Touchdown
23,91.0,Punt
24,81.0,Interception
25,35.0,Field Goal
26,80.0,Touchdown
27,80.0,End of Half
0,80.0,Punt
1,80.0,Field Goal
2,80.0,Punt
3,64.0,Punt
4,75.0,Field Goal
5,79.0,Punt
6,93.0,Field Goal
7,77.0,Punt
8,80.0,Field Goal
9,80.0,Fumble
10,17.0,Touchdown
11,80.0,Field Goal
12,80.0,Touchdown
13,80.0,Touchdown
14,80.0,Punt
15,80.0,Punt
16,98.0,Touchdown
17,80.0,Touchdown
0,79.0,Interception
1,89.0,Punt
2,83.0,Punt
3,40.0,Touchdown
4,80.0,Field Goal
5,85.0,Field Goal
6,76.0,Field Goal
7,82.0,Punt
8,77.0,Touchdown
9,80.0,Fumble
10,46.0,Punt
11,80.0,End of Half
12,80.0,Touchdown
13,81.0,Punt
14,80.0,Punt
15,62.0,Interception
16,80.0,Punt
17,28.0,Field Goal
18,75.0,Punt
19,65.0,Field Goal
20,73.0,Field Goal
21,80.0,Downs
0,80.0,Punt
1,98.0,Fumble
2,24.0,Touchdown
3,85.0,Punt
4,80.0,Punt
5,73.0,Punt
6,75.0,Touchdown
7,80.0,Touchdown
8,67.0,Touchdown
9,80.0,Fumble
10,82.0,Field Goal
11,83.0,Touchdown
12,80.0,Punt
13,90.0,Interception
14,21.0,Interception
15,99.0,Interception
16,35.0,Touchdown
17,80.0,Punt
18,93.0,Punt
19,75.0,Interception
20,22.0,Touchdown
21,80.0,Interception
22,46.0,Touchdown
23,80.0,Punt
0,80.0,Punt
1,80.0,Punt
2,83.0,Punt
3,80.0,Touchdown
4,80.0,Touchdown
5,80.0,Touchdown
6,80.0,Punt
7,68.0,Touchdown
8,80.0,Punt
9,63.0,Missed FG
10,80.0,Touchdown
11,83.0,Field Goal
12,80.0,Touchdown
13,80.0,Fumble
14,49.0,Field Goal
0,80.0,Touchdown
1,81.0,Touchdown
2,80.0,Field Goal
3,78.0,Touchdown
4,80.0,Touchdown
5,61.0,Touchdown
6,80.0,End of Half
7,70.0,Field Goal
8,85.0,Interception
9,35.0,Touchdown
10,80.0,Interception
11,11.0,Touchdown
12,86.0,Downs
13,59.0,Missed FG
0,80.0,Punt
1,67.0,Punt
2,80.0,Punt
3,69.0,Punt
4,81.0,Punt
5,75.0,Punt
6,80.0,Field Goal
7,80.0,Fumble
8,49.0,Touchdown
9,80.0,Interception
10,63.0,Punt
11,80.0,Touchdown
12,66.0,End of Half
13,80.0,Interception
14,19.0,Interception
15,79.0,Punt
16,65.0,Field Goal
17,80.0,Punt
18,80.0,Punt
19,87.0,Punt
20,53.0,Punt
21,99.0,Punt
22,44.0,Field Goal
23,80.0,Touchdown
24,64.0,Field Goal
25,79.0,Punt
26,68.0,Punt
27,71.0,Interception
0,79.0,Punt
1,91.0,Fumble
2,38.0,Touchdown
3,44.0,Touchdown
4,80.0,Interception
5,73.0,Field Goal
6,80.0,Punt
7,60.0,Punt
8,69.0,Field Goal
9,77.0,Field Goal
10,80.0,Punt
11,83.0,Interception
12,25.0,Touchdown
13,80.0,End of Half
14,80.0,Punt
15,91.0,Touchdown
16,80.0,Punt
17,70.0,Touchdown
18,80.0,Touchdown
19,80.0,Touchdown
20,80.0,Punt
21,69.0,Punt
22,89.0,Punt
23,70.0,Punt
24,90.0,Interception
0,80.0,Punt
1,73.0,Touchdown
2,80.0,Touchdown
3,53.0,Touchdown
4,80.0,Punt
5,92.0,Missed FG
6,61.0,Touchdown
7,80.0,Touchdown
8,80.0,Punt
9,85.0,Field Goal
10,,
11,66.0,Field Goal
12,80.0,Touchdown
13,80.0,Punt
14,63.0,Touchdown
15,80.0,Punt
16,70.0,Punt
17,78.0,Touchdown
18,74.0,Punt
19,55.0,Field Goal
20,80.0,Interception
21,30.0,Field Goal
0,80.0,Field Goal
1,80.0,Field Goal
2,80.0,Punt
3,71.0,Punt
4,80.0,Punt
5,69.0,Punt
6,78.0,Punt
7,83.0,Touchdown
8,80.0,Punt
9,69.0,Punt
10,93.0,Punt
11,47.0,Touchdown
12,76.0,End of Half
13,85.0,Punt
14,74.0,Touchdown
15,90.0,Touchdown
16,80.0,Interception
17,34.0,Missed FG
18,58.0,Fumble
19,62.0,Punt
20,75.0,Touchdown
21,80.0,Punt
22,84.0,Punt
0,74.0,Touchdown
1,70.0,Field Goal
2,75.0,Punt
3,91.0,Touchdown
4,87.0,Punt
5,63.0,Touchdown
6,88.0,Punt
7,57.0,Punt
8,90.0,Touchdown
9,79.0,Punt
10,94.0,End of Half
11,72.0,Fumble
12,80.0,Interception
13,3.0,Touchdown
14,80.0,Fumble
15,80.0,Interception
16,16.0,Interception
17,52.0,Punt
18,91.0,Punt
19,90.0,Touchdown
20,80.0,Punt
21,62.0,Interception
22,26.0,Downs
23,80.0,Downs
0,80.0,Fumble
1,9.0,Touchdown
2,70.0,Punt
3,55.0,Field Goal
4,80.0,Field Goal
5,75.0,Punt
6,60.0,Touchdown
7,69.0,Punt
8,93.0,Touchdown
9,80.0,Punt
10,61.0,Missed FG
11,80.0,Touchdown
12,80.0,Touchdown
13,80.0,Interception
14,62.0,Punt
15,92.0,Field Goal
16,80.0,Punt
17,75.0,Downs
18,86.0,Punt
19,46.0,Touchdown
0,80.0,Fumble
1,30.0,Punt
2,91.0,Downs
3,51.0,Field Goal
4,68.0,Touchdown
5,83.0,Touchdown
6,76.0,Touchdown
7,80.0,Punt
8,90.0,Punt
9,55.0,Touchdown
10,75.0,End of Half
11,80.0,Touchdown
12,72.0,Interception
13,40.0,Field Goal
14,69.0,Punt
15,80.0,Field Goal
16,73.0,Downs
17,65.0,Punt
18,91.0,Interception
19,38.0,Field Goal
0,79.0,Punt
1,83.0,Blocked Punt
2,80.0,Field Goal
3,80.0,Punt
4,80.0,Touchdown
5,85.0,Punt
6,62.0,Interception
7,78.0,Punt
8,80.0,Punt
9,79.0,Punt
10,68.0,Field Goal
11,80.0,Fumble
12,71.0,End of Half
13,80.0,Punt
14,84.0,Fumble
15,23.0,Touchdown
16,80.0,Punt
17,64.0,Field Goal
18,80.0,Interception
19,74.0,Punt
20,80.0,Punt
21,59.0,Field Goal
22,91.0,Downs
23,98.0,Punt
24,69.0,Interception
0,80.0,Touchdown
1,80.0,Punt
2,89.0,Punt
3,88.0,Missed FG
4,69.0,Field Goal
5,80.0,Interception
6,39.0,Touchdown
7,80.0,Punt
8,77.0,Touchdown
9,80.0,End of Half
10,80.0,Field Goal
11,76.0,Touchdown
12,80.0,Fumble
13,77.0,Punt
14,74.0,Touchdown
15,80.0,Punt
16,59.0,Touchdown
17,80.0,Punt
18,60.0,Downs
19,39.0,Touchdown
20,80.0,Fumble
0,83.0,Punt
1,90.0,Punt
2,73.0,Touchdown
3,80.0,Punt
4,86.0,Touchdown
5,80.0,Punt
6,80.0,Punt
7,91.0,Punt
8,89.0,Field Goal
9,80.0,Punt
10,72.0,Punt
11,99.0,Fumble
12,9.0,Touchdown
13,80.0,Interception
14,13.0,Field Goal
15,81.0,Touchdown
16,80.0,Touchdown
17,80.0,Interception
18,81.0,Touchdown
19,68.0,Punt
20,83.0,Punt
0,80.0,Punt
1,86.0,Punt
2,61.0,Touchdown
3,79.0,Punt
4,81.0,Touchdown
5,87.0,Punt
6,51.0,Punt
7,89.0,Punt
8,67.0,Punt
9,80.0,Punt
10,66.0,Punt
11,88.0,Interception
12,80.0,Interception
13,20.0,Touchdown
14,80.0,Fumble
15,66.0,Punt
16,91.0,End of Half
17,83.0,Punt
18,70.0,Touchdown
19,77.0,Punt
20,52.0,Touchdown
21,62.0,Touchdown
22,80.0,Interception
23,30.0,Field Goal
24,80.0,Punt
25,90.0,Downs
0,80.0,Punt
1,92.0,Punt
2,80.0,Interception
3,92.0,Fumble
4,28.0,Touchdown
5,80.0,Fumble
6,13.0,Touchdown
7,75.0,Punt
8,68.0,Touchdown
9,80.0,Interception
10,77.0,Missed FG
11,75.0,Touchdown
12,85.0,End of Half
13,80.0,Punt
14,86.0,Touchdown
15,80.0,Field Goal
16,81.0,Punt
17,89.0,Punt
18,61.0,Punt
19,80.0,Punt
20,82.0,Punt
21,53.0,Interception
22,32.0,Field Goal
23,80.0,Fumble
24,23.0,Touchdown
25,85.0,Fumble
0,80.0,Punt
1,90.0,Punt
2,59.0,Interception
3,66.0,Fumble
4,86.0,Punt
5,93.0,Punt
6,89.0,Punt
7,43.0,Punt
8,80.0,Field Goal
9,80.0,End of Half
10,80.0,Punt
11,71.0,Touchdown
12,78.0,Touchdown
13,80.0,Punt
14,62.0,Interception
15,92.0,Punt
16,30.0,Touchdown
17,87.0,Field Goal
18,80.0,Punt
19,45.0,Touchdown
20,83.0,Missed FG
21,80.0,Punt
0,80.0,Punt
1,69.0,Punt
2,91.0,Punt
3,47.0,Punt
4,87.0,Punt
5,57.0,Touchdown
6,80.0,Interception
7,80.0,Punt
8,40.0,Interception
9,51.0,Field Goal
10,80.0,Punt
11,85.0,Punt
12,77.0,Punt
13,73.0,Punt
14,85.0,End of Half
15,80.0,Missed FG
16,66.0,Missed FG
17,60.0,Missed FG
18,63.0,Field Goal
19,80.0,Punt
20,74.0,Touchdown
21,80.0,Punt
22,81.0,Punt
23,85.0,Punt
24,69.0,Punt
25,89.0,Missed FG
26,60.0,Field Goal
0,80.0,Downs
1,79.0,Fumble
2,22.0,Field Goal
3,80.0,Punt
4,86.0,Punt
5,31.0,Interception
6,59.0,Punt
7,84.0,Punt
8,96.0,Downs
9,86.0,Field Goal
10,80.0,Field Goal
11,80.0,Interception
12,33.0,Touchdown
13,86.0,Punt
14,80.0,Punt
15,84.0,Punt
16,55.0,Interception
17,82.0,Punt
18,12.0,Field Goal
19,80.0,Touchdown
20,80.0,Touchdown
21,84.0,Fumble
22,89.0,Downs
0,80.0,Punt
1,68.0,Field Goal
2,87.0,Punt
3,79.0,Punt
4,71.0,Field Goal
5,73.0,Interception
6,55.0,Punt
7,80.0,Punt
8,70.0,Touchdown
9,75.0,Field Goal
10,80.0,End of Half
11,76.0,Punt
12,90.0,Punt
13,86.0,Field Goal
14,88.0,Fumble
15,83.0,Interception
16,81.0,Punt
17,82.0,Punt
18,81.0,Punt
0,80.0,Punt
1,80.0,Punt
2,60.0,Field Goal
3,85.0,Punt
4,88.0,Field Goal
5,80.0,Punt
6,60.0,Touchdown
7,76.0,Interception
8,96.0,Punt
9,56.0,Field Goal
10,80.0,Interception
11,40.0,Touchdown
12,80.0,End of Half
13,80.0,Touchdown
14,74.0,Interception
15,63.0,Touchdown
16,81.0,Touchdown
17,78.0,Touchdown
18,80.0,Safety
19,60.0,Field Goal
20,80.0,Punt
21,64.0,Interception
22,89.0,End of Half
0,83.0,Punt
1,64.0,Punt
2,83.0,Touchdown
3,80.0,Touchdown
4,,
5,21.0,Field Goal
6,83.0,Punt
7,75.0,Punt
8,81.0,Field Goal
9,75.0,Field Goal
10,65.0,End of Half
11,85.0,Interception
12,56.0,Punt
13,88.0,Punt
14,80.0,Touchdown
15,81.0,Touchdown
16,79.0,Punt
17,64.0,Touchdown
18,80.0,Punt
19,55.0,Field Goal
20,80.0,Downs
21,19.0,Field Goal
0,80.0,Blocked Punt
1,74.0,Punt
2,66.0,Field Goal
3,80.0,Punt
4,47.0,Field Goal
5,76.0,Punt
6,94.0,Fumble
7,19.0,Fumble
8,80.0,Interception
9,84.0,Touchdown
10,80.0,Touchdown
11,82.0,End of Half
12,80.0,Punt
13,89.0,Fumble
14,79.0,Punt
15,96.0,Punt
16,73.0,Fumble
17,24.0,Touchdown
18,79.0,Touchdown
19,80.0,Fumble
20,62.0,Touchdown
21,71.0,Punt
22,75.0,Touchdown
23,80.0,Punt
24,93.0,Downs
0,86.0,Punt
1,93.0,Punt
2,58.0,Touchdown
3,71.0,Punt
4,80.0,Touchdown
5,86.0,Field Goal
6,80.0,Touchdown
7,80.0,Punt
8,75.0,Touchdown
9,90.0,Touchdown
10,80.0,End of Half
11,80.0,Field Goal
12,89.0,Punt
13,80.0,Downs
14,78.0,Punt
15,59.0,Downs
16,96.0,Safety
17,67.0,Touchdown
18,80.0,Punt
19,67.0,Interception
20,78.0,Downs
21,42.0,Touchdown
0,80.0,Field Goal
1,80.0,Touchdown
2,80.0,Field Goal
3,80.0,Punt
4,84.0,Punt
5,60.0,Interception
6,55.0,Punt
7,80.0,Touchdown
8,80.0,Punt
9,62.0,Interception
10,5.0,Touchdown
11,80.0,Punt
12,67.0,Punt
13,86.0,Touchdown
14,80.0,Punt
15,69.0,End of Half
16,80.0,Punt
17,76.0,Punt
18,70.0,Field Goal
19,80.0,Punt
20,52.0,Missed FG
21,57.0,Punt
22,72.0,Punt
23,81.0,Touchdown
24,80.0,Field Goal
25,80.0,Punt
26,80.0,Touchdown
27,80.0,Punt
28,46.0,Touchdown
29,80.0,Punt
0,84.0,Punt
1,90.0,Touchdown
2,80.0,Punt
3,73.0,Punt
4,82.0,Punt
5,91.0,Interception
6,80.0,Fumble
7,20.0,Touchdown
8,84.0,Punt
9,91.0,Touchdown
10,74.0,Interception
11,55.0,End of Half
12,80.0,Punt
13,57.0,Punt
14,90.0,Touchdown
15,87.0,Punt
16,45.0,Punt
17,95.0,Punt
18,38.0,Field Goal
19,77.0,Punt
20,57.0,Punt
21,80.0,Downs
22,90.0,Punt
0,81.0,Touchdown
1,72.0,Field Goal
2,87.0,Field Goal
3,82.0,Field Goal
4,68.0,Punt
5,93.0,Touchdown
6,78.0,End of Half
7,79.0,Punt
8,58.0,Touchdown
9,77.0,Field Goal
10,80.0,Punt
11,80.0,Punt
12,55.0,Punt
13,80.0,Field Goal
14,77.0,Punt
15,68.0,Field Goal
16,80.0,Interception
0,80.0,Touchdown
1,75.0,Missed FG
2,58.0,Touchdown
3,80.0,Punt
4,73.0,Punt
5,74.0,Punt
6,72.0,Punt
7,62.0,Field Goal
8,80.0,Field Goal
9,91.0,Fumble
10,25.0,Field Goal
11,72.0,End of Half
12,81.0,Punt
13,69.0,Punt
14,37.0,Touchdown
15,86.0,Touchdown
16,,
17,82.0,Touchdown
18,80.0,Field Goal
19,80.0,Punt
20,72.0,Field Goal
21,84.0,Fumble
22,49.0,Field Goal
23,80.0,Downs
0,65.0,Touchdown
1,80.0,Punt
2,80.0,Punt
3,81.0,Punt
4,57.0,Punt
5,90.0,Punt
6,53.0,Field Goal
7,80.0,Punt
8,70.0,Touchdown
9,80.0,Touchdown
10,71.0,Punt
11,81.0,Punt
12,86.0,End of Half
13,80.0,Field Goal
14,56.0,Punt
15,99.0,Punt
16,50.0,Punt
17,92.0,Punt
18,60.0,Punt
19,91.0,Punt
20,53.0,Touchdown
21,80.0,Touchdown
22,80.0,Field Goal
0,80.0,Punt
1,64.0,Field Goal
2,54.0,Touchdown
3,80.0,Punt
4,56.0,Touchdown
5,80.0,Punt
6,68.0,Touchdown
7,80.0,Touchdown
8,76.0,Interception
9,26.0,Touchdown
10,78.0,Field Goal
11,80.0,Downs
12,80.0,Punt
13,93.0,Punt
14,80.0,Punt
15,70.0,Touchdown
16,80.0,Touchdown
17,80.0,Missed FG
18,72.0,Fumble
19,79.0,Punt
20,89.0,Fumble
21,60.0,Punt
22,91.0,Fumble
0,80.0,Punt
1,66.0,Field Goal
2,83.0,Punt
3,88.0,Punt
4,61.0,Field Goal
5,80.0,Punt
6,79.0,Touchdown
7,82.0,Punt
8,93.0,Field Goal
9,59.0,End of Half
10,86.0,Touchdown
11,86.0,Punt
12,69.0,Field Goal
13,80.0,Touchdown
14,80.0,Punt
15,87.0,Touchdown
16,80.0,Punt
17,65.0,Punt
18,80.0,Interception
19,55.0,Punt
20,81.0,Downs
0,80.0,Punt
1,63.0,Punt
2,80.0,Punt
3,80.0,Missed FG
4,74.0,Interception
5,61.0,Touchdown
6,94.0,Punt
7,68.0,Punt
8,67.0,Touchdown
9,80.0,Punt
10,74.0,Fumble
11,24.0,Field Goal
12,80.0,Punt
13,58.0,Punt
14,70.0,Fumble
15,42.0,Field Goal
16,80.0,Touchdown
17,80.0,Touchdown
18,78.0,Field Goal
19,67.0,Punt
20,80.0,Touchdown
21,80.0,Touchdown
22,93.0,Touchdown
23,80.0,Downs
0,86.0,Touchdown
1,69.0,Touchdown
2,69.0,Punt
3,89.0,Touchdown
4,82.0,Field Goal
5,80.0,Field Goal
6,,
7,80.0,Interception
